"lakeid","sampledate","mean_DOC"
"CB",1989-05-30,8.895
"CB",1989-06-26,9.555
"CB",1989-07-26,9.565
"CB",1989-08-23,9.045
"CB",1989-09-19,8.155
"CB",1989-10-18,8.055
"CB",1989-11-07,8.335
"CB",1990-01-18,8.5
"CB",1990-02-27,8.625
"CB",1990-03-28,9.715
"CB",1990-05-02,8.745
"CB",1990-05-30,9.62
"CB",1990-06-25,9.7
"CB",1990-07-25,9.435
"CB",1990-08-20,8.315
"CB",1990-09-17,8.74
"CB",1990-10-15,8.675
"CB",1990-11-08,9
"CB",1991-01-15,11.16
"CB",1991-02-18,10.615
"CB",1991-03-22,10.365
"CB",1991-05-09,9.23
"CB",1991-06-03,9.32
"CB",1991-07-02,9.47
"CB",1991-07-31,8.95
"CB",1991-08-26,9.225
"CB",1991-09-25,8.28
"CB",1991-10-29,8.075
"CB",1992-01-15,9.71
"CB",1992-02-25,10.42
"CB",1992-03-25,10.46
"CB",1992-05-04,9.46
"CB",1992-06-04,9.77
"CB",1992-07-08,9.64
"CB",1992-07-27,9.505
"CB",1992-08-26,8.64
"CB",1992-09-23,8.145
"CB",1992-10-22,8.77333333333333
"CB",1992-11-05,8.615
"CB",1993-01-14,9.085
"CB",1993-02-25,10.22
"CB",1993-03-23,10.41
"CB",1993-05-04,9.205
"CB",1993-06-03,9.965
"CB",1993-07-01,10.81
"CB",1993-07-29,9.895
"CB",1993-08-25,8.685
"CB",1993-09-20,8.045
"CB",1993-10-20,8.115
"CB",1993-11-02,8.265
"CB",1994-01-17,9.105
"CB",1994-02-23,9.68
"CB",1994-03-30,9.015
"CB",1994-05-02,8.34
"CB",1994-06-06,8.525
"CB",1994-06-29,9.44
"CB",1994-07-26,9.765
"CB",1994-08-22,8.105
"CB",1994-09-20,8.15
"CB",1994-10-20,8.165
"CB",1994-11-15,8.11
"CB",1995-01-12,10.35
"CB",1995-02-15,9.62
"CB",1995-03-20,7.22
"CB",1995-05-02,8.195
"CB",1995-06-02,8.38
"CB",1995-06-27,8.92
"CB",1995-07-24,9.8
"CB",1995-08-22,9.715
"CB",1995-09-21,7.755
"CB",1995-10-17,8.34
"CB",1995-11-08,8.67
"CB",1996-01-17,9.235
"CB",1996-02-20,9.905
"CB",1996-04-08,10.38
"CB",1996-05-08,9.82
"CB",1996-06-13,10.78
"CB",1996-07-08,11.085
"CB",1996-08-07,9.62
"CB",1996-09-05,9.96
"CB",1996-10-01,9.155
"CB",1996-11-05,9.31
"CB",1997-01-13,9.92
"CB",1997-02-17,9.15
"CB",1997-04-10,8.505
"CB",1997-05-07,9.875
"CB",1997-06-02,9.7
"CB",1997-06-30,9.69
"CB",1997-07-29,9.485
"CB",1997-08-26,8.695
"CB",1997-09-22,8.795
"CB",1997-10-21,8.705
"CB",1997-11-06,8.645
"CB",1998-01-20,9.04
"CB",1998-02-19,9.615
"CB",1998-03-17,9.655
"CB",1998-04-20,8.415
"CB",1998-05-19,8.9
"CB",1998-06-16,8.71
"CB",1998-07-15,9.055
"CB",1998-08-10,9.48
"CB",1998-09-08,8.475
"CB",1998-10-07,6.06
"CB",1998-11-02,8.115
"CB",1999-01-19,8.62
"CB",1999-02-25,8.335
"CB",1999-03-29,9.01
"CB",1999-05-04,8.86
"CB",1999-06-02,10.455
"CB",1999-06-30,10.76
"CB",1999-07-26,10.27
"CB",1999-08-25,9.57
"CB",1999-09-21,9.27
"CB",1999-10-20,9.065
"CB",1999-11-03,8.705
"CB",2000-01-28,9.685
"CB",2000-02-23,9.065
"CB",2000-03-29,8.525
"CB",2000-05-01,8.7
"CB",2000-05-31,8.79
"CB",2000-06-28,9.74
"CB",2000-07-27,9.175
"CB",2000-08-22,8.775
"CB",2000-09-18,8.965
"CB",2000-10-18,7.98
"CB",2000-11-13,7.725
"CB",2001-01-16,8.69
"CB",2001-03-01,8.665
"CB",2001-04-02,9.535
"CB",2001-05-03,10.025
"CB",2001-06-04,10.555
"CB",2001-06-26,9.185
"CB",2001-07-24,9.8
"CB",2001-08-22,10.275
"CB",2001-09-19,9.83
"CB",2001-10-17,8.005
"CB",2001-11-12,9.055
"CB",2002-01-22,10.595
"CB",2002-02-22,10.155
"CB",2002-04-02,9.83
"CB",2002-04-25,9.92
"CB",2002-05-21,10.2
"CB",2002-06-18,9.55
"CB",2002-07-17,10.19
"CB",2002-08-13,10.225
"CB",2002-09-10,9.24
"CB",2002-10-08,9.34
"CB",2002-10-28,9.705
"CB",2003-02-03,12.205
"CB",2003-02-20,12.515
"CB",2003-04-01,9.515
"CB",2003-05-01,9.77
"CB",2003-05-27,9.805
"CB",2003-06-25,9.3
"CB",2003-07-22,9.22
"CB",2003-08-18,10.54
"CB",2003-09-18,8.49
"CB",2003-10-15,8.275
"CB",2003-11-06,8.19
"CB",2004-01-21,9.79
"CB",2004-02-27,9.885
"CB",2004-04-06,8.09
"CB",2004-04-28,12.17
"CB",2004-05-27,11.38
"CB",2004-06-23,12.045
"CB",2004-07-20,11.75
"CB",2004-08-18,9.275
"CB",2004-09-14,9.65
"CB",2004-10-13,9.08
"CB",2004-11-08,9.54
"CB",2005-01-12,11.04
"CB",2005-02-28,11.435
"CB",2005-03-31,11.675
"CB",2005-04-18,10.645
"CB",2005-05-17,11.065
"CB",2005-06-15,12.025
"CB",2005-07-13,12.05
"CB",2005-08-09,12.78
"CB",2005-09-07,10.88
"CB",2005-10-06,10.395
"CB",2005-11-08,12.53
"CB",2006-01-12,11.96
"CB",2006-02-23,12.09
"CB",2006-03-27,11.815
"CB",2006-04-18,10.965
"CB",2006-05-17,12.13
"CB",2006-06-01,13.25
"CB",2006-07-12,10.4
"CB",2006-08-07,12.115
"CB",2006-09-07,10.48
"CB",2006-10-03,10.12
"CB",2006-10-26,9.74
"CB",2007-01-22,9.68
"CB",2007-02-21,10.435
"CB",2007-04-23,9.505
"CB",2007-05-23,9.895
"CB",2007-06-18,10.88
"CB",2007-07-18,10.29
"CB",2007-08-14,10.095
"CB",2007-09-10,9.165
"CB",2007-10-10,10.865
"CB",2007-11-08,10.91
"CB",2008-01-28,12.025
"CB",2008-02-25,12.935
"CB",2008-03-24,12.55
"CB",2008-05-06,14.265
"CB",2008-06-05,13.74
"CB",2008-07-02,13.865
"CB",2008-07-29,11.97
"CB",2008-08-27,12.365
"CB",2008-09-25,11.34
"CB",2008-10-22,11.515
"CB",2008-11-06,11.345
"CB",2009-01-22,13.825
"CB",2009-02-17,13.06
"CB",2009-03-18,13.475
"CB",2009-04-27,13.185
"CB",2009-05-27,13.01
"CB",2009-06-23,14.44
"CB",2009-07-22,15.245
"CB",2009-08-18,13.6
"CB",2009-09-16,12.035
"CB",2009-10-13,6.095
"CB",2009-11-09,10.765
"CB",2010-01-14,13.15
"CB",2010-02-22,13.685
"CB",2010-04-14,11.745
"CB",2010-05-11,0.885
"CB",2010-06-08,10.69
"CB",2010-07-06,12.98
"CB",2010-08-04,13.5
"CB",2010-09-02,14.84
"CB",2010-09-27,14.165
"CB",2010-10-25,13.56
"CB",2010-11-12,15.215
"CB",2011-01-25,15.495
"CB",2011-02-17,14.23
"CB",2011-03-17,17.815
"CB",2011-05-02,13.685
"CB",2011-06-02,13.18
"CB",2011-06-29,12.465
"CB",2011-08-24,13.325
"CB",2011-09-21,16.91
"CB",2012-01-09,13.515
"CB",2012-02-22,13.28
"CB",2012-04-04,12.725
"CB",2012-05-01,14.65
"CB",2012-05-30,12.8
"CB",2012-06-27,12.945
"CB",2012-07-24,13.655
"CB",2012-08-22,12.46
"CB",2012-09-18,11.945
"CB",2012-10-17,10.91
"CB",2012-11-05,11.99
"CB",2013-01-28,14.46
"CB",2013-02-18,13.685
"CB",2013-03-28,15.42
"CB",2013-05-13,11.395
"CB",2013-06-11,20.07
"CB",2013-07-09,15.07
"CB",2013-08-05,15.94
"CB",2013-09-05,13.935
"CB",2013-10-03,11.705
"CB",2013-10-28,14.79
"CB",2013-11-07,14.905
"CB",2014-02-03,14.765
"CB",2014-02-20,14.96
"CB",2014-03-31,15.03
"CB",2014-05-21,13.195
"CB",2014-06-18,14.305
"CB",2014-07-15,14.64
"CB",2014-08-13,14.645
"CB",2014-09-10,13.675
"CB",2014-10-08,13.27
"CB",2014-11-04,12.2
"CB",2015-01-23,13.13
"CB",2015-03-06,13.745
"CB",2015-03-23,15.86
"CB",2015-04-20,11.62
"CB",2015-05-20,13.51
"CB",2015-06-16,12.875
"CB",2015-07-14,13.03
"CB",2015-08-12,12.975
"CB",2015-09-09,12.33
"CB",2015-10-07,11.78
"CB",2015-11-09,11.88
"CB",2016-01-25,13.015
"CB",2016-02-24,13.39
"CB",2016-04-22,12.38
"CB",2016-05-25,12.7
"CB",2016-06-21,13.25
"CB",2016-07-21,13.11
"CB",2016-08-17,12.42
"CB",2016-10-12,11.145
"CB",2016-11-10,11.71
"CB",2017-01-17,11.87
"CB",2017-02-23,11.74
"CB",2017-03-24,12.67
"CB",2017-04-18,11.12
"CB",2017-05-18,10.82
"CB",2017-06-14,10.06
"CB",2017-07-11,11.995
"CB",2017-08-07,11.6
"CB",2017-09-07,11.05
"CB",2017-10-03,10.465
"CB",2017-11-06,11.09
"CB",2018-01-18,11.545
"CB",2018-02-23,12.91
"CB",2018-03-27,12.16
"CB",2018-05-14,10.55
"CB",2018-07-09,11.455
"CB",2018-08-07,11.6
"CB",2018-09-05,11.59
"CB",2018-10-03,10.595
"CB",2018-11-05,10.585
"CB",2019-01-15,11.535
"CB",2019-02-23,11.985
"CB",2019-03-21,15.175
"CB",2019-05-06,11
"CB",2019-06-05,10.68
"CB",2019-07-01,10.525
"CB",2019-07-30,11.095
"CB",2019-08-28,10.705
"CB",2019-09-25,10.25
"CB",2019-10-22,10.52
"CB",2019-11-04,10.405
"CB",2020-01-22,11.4
"CB",2020-02-21,11.325
"CB",2020-04-30,11.35
"CB",2020-06-04,11.775
"CB",2020-07-03,11.005
"CB",2020-08-04,12.18
"CB",2020-09-07,11.04
"CB",2020-10-12,10.705
"CB",2020-10-28,10.63
"CB",2021-01-21,11.745
"CB",2021-02-22,12.15
"CB",2021-04-06,10.095
"CB",2021-05-05,10.27
"CB",2021-06-04,9.805
"CB",2021-06-29,11.18
"CB",2021-07-27,9.955
"CB",2021-08-24,10.11
"CB",2021-09-22,9.01
"CB",2021-10-20,9.185
"CB",2021-11-08,9.15
"CB",2022-02-01,10.5
"CB",2022-02-28,10.255
"CB",2022-03-16,9.985
"CB",2022-05-03,9.43
"CB",2022-06-03,8.855
"CB",2022-06-29,9.33
"CB",2022-07-27,8.725
"CB",2022-08-29,8.805
"CB",2022-09-21,8.19
"CB",2022-11-14,8.675
"CR",1985-08-22,1.73666666666667
"CR",1986-02-24,1.49333333333333
"CR",1986-04-22,1.23666666666667
"CR",1986-05-22,1.495
"CR",1986-06-19,1.42333333333333
"CR",1986-07-17,1.54333333333333
"CR",1986-08-14,1.91166666666667
"CR",1986-09-11,1.43
"CR",1986-10-08,1.476
"CR",1986-11-03,1.41333333333333
"CR",1987-01-14,1.55666666666667
"CR",1987-02-25,1.32166666666667
"CR",1987-03-25,1.4325
"CR",1987-04-21,1.195
"CR",1987-05-20,1.364
"CR",1987-06-22,1.548
"CR",1987-07-16,1.64333333333333
"CR",1987-08-12,1.67666666666667
"CR",1987-09-08,1.57666666666667
"CR",1987-10-07,1.75
"CR",1987-11-04,1.42
"CR",1988-01-19,1.595
"CR",1988-03-02,1.535
"CR",1988-04-05,1.2925
"CR",1988-04-26,1.30333333333333
"CR",1988-05-26,1.64333333333333
"CR",1988-06-23,1.73166666666667
"CR",1988-07-21,1.85666666666667
"CR",1988-08-17,1.81666666666667
"CR",1988-09-13,1.625
"CR",1988-10-11,2.16333333333333
"CR",1988-11-08,1.94333333333333
"CR",1989-01-18,2.06333333333333
"CR",1989-02-20,1.67
"CR",1989-03-29,1.64
"CR",1989-05-02,1.44
"CR",1989-06-01,1.64
"CR",1989-06-29,1.64166666666667
"CR",1989-07-27,1.76833333333333
"CR",1989-08-24,1.785
"CR",1989-09-21,1.80166666666667
"CR",1989-10-19,1.87
"CR",1989-11-15,1.7
"CR",1990-01-15,1.82
"CR",1990-02-19,1.73
"CR",1990-03-29,1.45333333333333
"CR",1990-05-03,1.606
"CR",1990-05-31,1.69333333333333
"CR",1990-06-28,1.73333333333333
"CR",1990-07-25,1.88333333333333
"CR",1990-08-23,1.94666666666667
"CR",1990-09-19,1.866
"CR",1990-10-17,2.28333333333333
"CR",1990-11-14,1.80333333333333
"CR",1991-01-14,2.54666666666667
"CR",1991-02-21,1.88333333333333
"CR",1991-03-26,1.54666666666667
"CR",1991-05-08,1.62
"CR",1991-06-06,2.085
"CR",1991-07-02,1.88333333333333
"CR",1991-08-01,1.98833333333333
"CR",1991-08-29,2.185
"CR",1991-09-25,2.112
"CR",1991-10-31,1.8
"CR",1992-01-13,1.88333333333333
"CR",1992-02-24,1.60333333333333
"CR",1992-03-26,2.66
"CR",1992-05-06,1.6
"CR",1992-06-02,1.65166666666667
"CR",1992-07-06,1.79166666666667
"CR",1992-07-30,1.80333333333333
"CR",1992-08-25,1.98166666666667
"CR",1992-09-22,2.09333333333333
"CR",1992-10-20,1.89333333333333
"CR",1992-11-09,1.86
"CR",1993-01-07,1.97666666666667
"CR",1993-02-23,1.75
"CR",1993-03-24,1.68333333333333
"CR",1993-05-05,1.59
"CR",1993-06-02,1.85666666666667
"CR",1993-06-29,1.90333333333333
"CR",1993-07-28,1.805
"CR",1993-08-24,1.775
"CR",1993-09-21,1.87666666666667
"CR",1993-10-20,1.97333333333333
"CR",1993-11-09,1.81666666666667
"CR",1994-01-12,1.78666666666667
"CR",1994-02-21,1.79333333333333
"CR",1994-04-06,1.59333333333333
"CR",1994-05-02,1.82
"CR",1994-06-02,1.87833333333333
"CR",1994-06-30,1.94
"CR",1994-07-28,1.97166666666667
"CR",1994-08-25,1.98333333333333
"CR",1994-09-22,2.106
"CR",1994-10-20,2.06333333333333
"CR",1994-11-16,1.81666666666667
"CR",1995-01-13,1.95
"CR",1995-02-13,1.874
"CR",1995-03-23,1.4125
"CR",1995-05-03,1.87
"CR",1995-05-31,1.95
"CR",1995-06-28,2.03833333333333
"CR",1995-07-27,2.17166666666667
"CR",1995-08-23,2.22333333333333
"CR",1995-09-20,2.03
"CR",1995-10-19,1.915
"CR",1995-11-14,2.06333333333333
"CR",1996-01-23,2.07
"CR",1996-02-19,1.82666666666667
"CR",1996-04-10,1.83333333333333
"CR",1996-05-13,1.63666666666667
"CR",1996-06-11,1.74
"CR",1996-07-09,1.83666666666667
"CR",1996-08-07,2.07
"CR",1996-09-04,1.83
"CR",1996-10-01,1.76833333333333
"CR",1996-11-05,1.78666666666667
"CR",1997-01-23,1.72
"CR",1997-02-18,1.54
"CR",1997-03-31,2.105
"CR",1997-05-07,1.88
"CR",1997-06-03,1.715
"CR",1997-07-01,1.93333333333333
"CR",1997-07-28,1.755
"CR",1997-08-25,1.93333333333333
"CR",1997-09-23,1.94833333333333
"CR",1997-10-20,2.12666666666667
"CR",1997-11-10,1.97
"CR",1998-01-14,2.20666666666667
"CR",1998-02-16,1.91333333333333
"CR",1998-03-18,1.96333333333333
"CR",1998-04-22,2.27666666666667
"CR",1998-05-20,1.805
"CR",1998-06-15,1.825
"CR",1998-07-15,2.10333333333333
"CR",1998-08-12,2.04666666666667
"CR",1998-09-10,1.87833333333333
"CR",1998-10-07,2.3525
"CR",1998-11-04,2.59
"CR",1999-01-19,2.08
"CR",1999-02-22,1.97333333333333
"CR",1999-03-19,2.09
"CR",1999-05-05,1.87
"CR",1999-06-03,2.01333333333333
"CR",1999-06-30,2.07166666666667
"CR",1999-07-29,2.14
"CR",1999-08-25,2.12666666666667
"CR",1999-09-22,2.074
"CR",1999-10-20,2.1725
"CR",1999-11-09,2.06
"CR",2000-01-17,2.34
"CR",2000-02-21,1.87333333333333
"CR",2000-04-04,1.53666666666667
"CR",2000-05-03,1.86333333333333
"CR",2000-06-01,2.05333333333333
"CR",2000-06-28,1.96
"CR",2000-07-27,1.955
"CR",2000-08-21,2.02333333333333
"CR",2000-09-21,2.04
"CR",2000-10-19,2.0775
"CR",2000-11-15,1.91666666666667
"CR",2001-01-19,2.17666666666667
"CR",2001-02-20,1.50333333333333
"CR",2001-04-04,1.60333333333333
"CR",2001-05-03,1.85333333333333
"CR",2001-06-01,1.71
"CR",2001-06-28,1.97666666666667
"CR",2001-07-25,1.914
"CR",2001-08-23,1.946
"CR",2001-09-20,1.892
"CR",2001-10-17,1.87333333333333
"CR",2001-11-13,2.01666666666667
"CR",2002-01-15,1.97
"CR",2002-02-27,1.94
"CR",2002-04-15,1.19333333333333
"CR",2002-04-25,1.71666666666667
"CR",2002-05-23,1.98
"CR",2002-06-20,2.145
"CR",2002-07-18,2.04333333333333
"CR",2002-08-15,2.12333333333333
"CR",2002-09-11,1.965
"CR",2002-10-10,1.94
"CR",2002-11-05,1.41
"CR",2003-01-14,2.54666666666667
"CR",2003-02-26,2.44333333333333
"CR",2003-04-04,1.82
"CR",2003-05-02,1.28666666666667
"CR",2003-05-28,1.92833333333333
"CR",2003-06-26,2.11166666666667
"CR",2003-07-24,2.00166666666667
"CR",2003-08-21,2.36166666666667
"CR",2003-09-18,2.2
"CR",2003-10-16,3.63333333333333
"CR",2003-11-14,2.23333333333333
"CR",2004-01-13,2.02333333333333
"CR",2004-02-24,1.95333333333333
"CR",2004-04-01,1.57666666666667
"CR",2004-04-29,1.86
"CR",2004-05-27,1.814
"CR",2004-06-24,1.7275
"CR",2004-07-21,1.885
"CR",2004-08-19,1.844
"CR",2004-09-14,1.982
"CR",2004-10-13,2.1275
"CR",2004-11-09,1.98666666666667
"CR",2005-01-13,1.95
"CR",2005-02-16,2.09333333333333
"CR",2005-04-06,1.47333333333333
"CR",2005-04-19,1.73
"CR",2005-05-18,1.99
"CR",2005-06-15,2.36166666666667
"CR",2005-07-14,2.445
"CR",2005-08-10,2.21
"CR",2005-09-06,2.366
"CR",2005-10-07,2.4075
"CR",2005-11-15,2.06333333333333
"CR",2006-01-09,1.89
"CR",2006-02-16,1.82
"CR",2006-03-30,1.69666666666667
"CR",2006-04-19,1.81
"CR",2006-05-19,1.655
"CR",2006-07-13,2.49
"CR",2006-08-10,2.11
"CR",2006-09-08,1.9425
"CR",2006-10-05,2.14
"CR",2006-11-03,2.12
"CR",2007-01-19,1.87666666666667
"CR",2007-02-22,1.94666666666667
"CR",2007-03-29,1.44
"CR",2007-04-24,1.87666666666667
"CR",2007-05-24,1.97833333333333
"CR",2007-06-21,2.12
"CR",2007-07-19,2.17333333333333
"CR",2007-08-16,2.045
"CR",2007-09-13,2.17
"CR",2007-10-11,2.9775
"CR",2007-11-16,2.01666666666667
"CR",2008-01-29,2.58
"CR",2008-03-04,1.98
"CR",2008-03-31,2.64666666666667
"CR",2008-05-06,2.40666666666667
"CR",2008-06-05,2.11166666666667
"CR",2008-07-02,2.18833333333333
"CR",2008-07-30,2.36833333333333
"CR",2008-08-26,2.66
"CR",2008-09-24,2.174
"CR",2008-10-22,2.24
"CR",2008-11-12,2.23333333333333
"CR",2009-01-21,2.08666666666667
"CR",2009-02-25,2.41
"CR",2009-03-25,2.57666666666667
"CR",2009-04-28,2.15
"CR",2009-05-29,1.93833333333333
"CR",2009-06-29,2.365
"CR",2009-07-23,2.51666666666667
"CR",2009-08-20,2.31666666666667
"CR",2009-09-16,2.16166666666667
"CR",2009-10-15,1.59666666666667
"CR",2009-11-11,2.69
"CR",2010-01-15,2.45333333333333
"CR",2010-02-23,2.73666666666667
"CR",2010-04-15,2.27666666666667
"CR",2010-05-12,1.28333333333333
"CR",2010-06-09,1.99
"CR",2010-07-08,2.205
"CR",2010-08-05,2.18833333333333
"CR",2010-08-31,1.84
"CR",2010-09-30,1.764
"CR",2010-10-29,3.25333333333333
"CR",2010-11-10,2.71333333333333
"CR",2011-01-12,2.115
"CR",2011-02-14,1.75333333333333
"CR",2011-03-21,1.81666666666667
"CR",2011-05-04,1.63666666666667
"CR",2011-06-01,1.83833333333333
"CR",2011-06-15,1.63166666666667
"CR",2011-06-30,1.60166666666667
"CR",2011-07-14,1.99
"CR",2011-07-27,1.2
"CR",2011-08-11,1.87333333333333
"CR",2011-08-24,1.725
"CR",2012-01-13,2.03666666666667
"CR",2012-02-24,1.75666666666667
"CR",2012-04-05,1.72333333333333
"CR",2012-05-04,1.75666666666667
"CR",2012-06-01,1.78
"CR",2012-06-12,1.78666666666667
"CR",2012-06-28,1.90333333333333
"CR",2012-07-11,2.025
"CR",2012-07-26,1.98333333333333
"CR",2012-08-08,1.865
"CR",2012-08-22,1.65
"CR",2012-09-20,1.9075
"CR",2012-10-18,1.86666666666667
"CR",2012-11-14,1.77333333333333
"CR",2013-01-16,2.04333333333333
"CR",2013-02-26,1.87666666666667
"CR",2013-03-26,2.74
"CR",2013-05-14,1.56
"CR",2013-06-11,2.674
"CR",2013-06-27,1.77833333333333
"CR",2013-07-10,1.81
"CR",2013-08-08,1.96666666666667
"CR",2013-08-21,2.54666666666667
"CR",2013-09-06,2.06
"CR",2013-10-01,1.92333333333333
"CR",2013-10-31,2
"CR",2013-11-13,2.32666666666667
"CR",2014-02-04,2.14666666666667
"CR",2014-03-13,2.20666666666667
"CR",2014-03-28,1.98666666666667
"CR",2014-05-22,1.67666666666667
"CR",2014-06-18,1.84333333333333
"CR",2014-07-17,1.825
"CR",2014-08-13,1.735
"CR",2014-09-10,1.612
"CR",2014-10-07,1.7
"CR",2014-11-13,1.73666666666667
"CR",2015-01-16,1.72
"CR",2015-02-27,1.67666666666667
"CR",2015-03-26,1.7
"CR",2015-04-20,1.66
"CR",2015-05-20,1.966
"CR",2015-06-16,1.83
"CR",2015-07-13,1.93666666666667
"CR",2015-08-10,2.062
"CR",2015-09-10,2.186
"CR",2015-10-06,2.084
"CR",2015-11-10,1.95333333333333
"CR",2016-01-29,2.55
"CR",2016-02-25,1.79
"CR",2016-04-26,1.68666666666667
"CR",2016-05-25,1.81833333333333
"CR",2016-06-22,1.81833333333333
"CR",2016-07-19,1.83166666666667
"CR",2016-08-17,1.765
"CR",2016-09-14,1.83666666666667
"CR",2016-10-11,1.824
"CR",2016-11-14,1.94
"CR",2017-01-18,1.88666666666667
"CR",2017-02-16,1.97333333333333
"CR",2017-03-23,1.9
"CR",2017-04-18,2.41666666666667
"CR",2017-05-17,2.37
"CR",2017-06-15,2.246
"CR",2017-07-12,2.3825
"CR",2017-08-08,2.15333333333333
"CR",2017-09-07,1.948
"CR",2017-10-04,1.994
"CR",2017-11-13,2.06666666666667
"CR",2018-01-18,2.08
"CR",2018-02-19,2.22
"CR",2018-03-27,1.99666666666667
"CR",2018-05-15,2.04333333333333
"CR",2018-06-12,2.145
"CR",2018-07-10,2.15666666666667
"CR",2018-08-08,1.90666666666667
"CR",2018-09-06,2.068
"CR",2018-10-03,2.012
"CR",2018-11-11,2.06
"CR",2019-01-14,2.12666666666667
"CR",2019-02-22,2.04333333333333
"CR",2019-03-22,1.88333333333333
"CR",2019-05-07,1.88666666666667
"CR",2019-06-05,2.20166666666667
"CR",2019-07-02,2.23333333333333
"CR",2019-07-31,2.34166666666667
"CR",2019-08-27,2.14333333333333
"CR",2019-09-25,2.174
"CR",2019-10-22,2.255
"CR",2019-11-14,2.00333333333333
"CR",2020-01-13,2.11666666666667
"CR",2020-02-18,1.85333333333333
"CR",2020-05-01,2.01
"CR",2020-06-01,2.06666666666667
"CR",2020-07-01,2.25166666666667
"CR",2020-08-04,2.08
"CR",2020-09-09,2.8
"CR",2020-10-13,2.545
"CR",2020-11-02,2.26
"CR",2021-01-25,2.36666666666667
"CR",2021-02-25,2.10333333333333
"CR",2021-04-07,1.96
"CR",2021-05-04,1.96666666666667
"CR",2021-06-03,2.164
"CR",2021-06-29,2.2
"CR",2021-07-26,2.36
"CR",2021-08-23,2.328
"CR",2021-09-23,2.38166666666667
"CR",2021-10-19,2.2875
"CR",2021-11-16,2.42666666666667
"CR",2022-02-01,2.31666666666667
"CR",2022-02-16,2.29
"CR",2022-03-15,2.30333333333333
"CR",2022-05-05,2.52666666666667
"CR",2022-06-01,2.04333333333333
"CR",2022-06-29,1.95
"CR",2022-07-27,1.95333333333333
"CR",2022-08-25,1.97
"CR",2022-09-21,2.035
"CR",2022-09-25,1.786
"CR",2022-10-20,1.975
"SP",1985-08-19,3.455
"SP",1986-02-27,3.25333333333333
"SP",1986-04-24,2.97
"SP",1986-05-19,3.03
"SP",1986-06-16,2.955
"SP",1986-07-14,2.95833333333333
"SP",1986-08-11,3.90333333333333
"SP",1986-09-08,3.27166666666667
"SP",1986-10-07,3.08333333333333
"SP",1986-11-12,3.48666666666667
"SP",1987-01-14,3.09333333333333
"SP",1987-02-24,2.90166666666667
"SP",1987-03-24,3.04
"SP",1987-04-20,2.75
"SP",1987-05-20,2.91
"SP",1987-06-11,2.92333333333333
"SP",1987-07-13,3.23166666666667
"SP",1987-08-11,3.51833333333333
"SP",1987-09-08,3.44333333333333
"SP",1987-10-05,3.38833333333333
"SP",1987-11-02,3.10333333333333
"SP",1988-01-19,2.99
"SP",1988-02-29,3.955
"SP",1988-04-04,3.6775
"SP",1988-04-25,2.81666666666667
"SP",1988-05-24,3.03166666666667
"SP",1988-06-21,3.37333333333333
"SP",1988-07-18,3.442
"SP",1988-08-16,3.8
"SP",1988-09-12,3.47333333333333
"SP",1988-10-10,3.54333333333333
"SP",1988-11-08,3.25333333333333
"SP",1989-01-12,4.04666666666667
"SP",1989-02-23,3.83666666666667
"SP",1989-03-29,4.32
"SP",1989-05-01,3.81333333333333
"SP",1989-05-30,3.25
"SP",1989-06-26,3.20333333333333
"SP",1989-07-24,2.91333333333333
"SP",1989-08-21,3.635
"SP",1989-09-18,3.44166666666667
"SP",1989-10-16,3.35666666666667
"SP",1989-11-14,3.19666666666667
"SP",1990-01-17,3.86666666666667
"SP",1990-02-19,4.28333333333333
"SP",1990-03-28,4.05
"SP",1990-04-30,2.84
"SP",1990-05-29,2.89666666666667
"SP",1990-06-26,3.04166666666667
"SP",1990-07-23,3.31166666666667
"SP",1990-08-21,3.36666666666667
"SP",1990-09-19,3.42666666666667
"SP",1990-10-16,3.3225
"SP",1990-11-12,3.16
"SP",1991-01-16,3.14
"SP",1991-02-19,3.46333333333333
"SP",1991-03-25,2.81
"SP",1991-05-07,3.005
"SP",1991-06-03,3.195
"SP",1991-07-01,3.37666666666667
"SP",1991-07-30,3.52333333333333
"SP",1991-08-28,3.54
"SP",1991-09-23,3.615
"SP",1991-11-11,3.18333333333333
"SP",1992-01-14,3.175
"SP",1992-03-01,3.60666666666667
"SP",1992-03-27,3.69666666666667
"SP",1992-05-06,2.85333333333333
"SP",1992-06-02,2.95666666666667
"SP",1992-06-30,2.90333333333333
"SP",1992-07-29,3.15666666666667
"SP",1992-08-24,3.565
"SP",1992-09-24,3.608
"SP",1992-10-20,3.64
"SP",1992-11-09,3.09333333333333
"SP",1993-01-13,3.24333333333333
"SP",1993-03-01,3.62666666666667
"SP",1993-03-22,3.59
"SP",1993-05-04,4.16333333333333
"SP",1993-06-01,3.14333333333333
"SP",1993-06-30,3.43333333333333
"SP",1993-07-27,3.20666666666667
"SP",1993-08-23,3.355
"SP",1993-09-23,3.27166666666667
"SP",1993-10-18,3.5
"SP",1993-11-10,3.09333333333333
"SP",1994-01-12,3.02333333333333
"SP",1994-02-21,4.30666666666667
"SP",1994-03-28,3.28
"SP",1994-05-05,2.97666666666667
"SP",1994-06-01,3.10166666666667
"SP",1994-06-27,3.09666666666667
"SP",1994-07-27,3.55666666666667
"SP",1994-08-24,3.31
"SP",1994-09-21,3.384
"SP",1994-10-17,3.2675
"SP",1994-11-16,3.00333333333333
"SP",1995-01-09,3.01
"SP",1995-02-20,3.134
