lakeid,year,daynum,sampledate,depth,event,wtemp,o2,o2sat,firstopen,datefirstopen
TB,1982,27,1/27/82,0,Chem,0,8.6,62.4,123,5/3/82
TB,1982,27,1/27/82,1,Chem,1.2,6,45,123,5/3/82
TB,1982,27,1/27/82,2,Chem,2.6,4.3,33.5,123,5/3/82
TB,1982,27,1/27/82,3,Chem,3.4,2.8,22.3,123,5/3/82
TB,1982,27,1/27/82,4,Chem,3.6,1.1,8.8,123,5/3/82
TB,1982,27,1/27/82,5,Chem,3.6,0.6,4.8,123,5/3/82
TB,1982,27,1/27/82,6,Chem,3.7,0.5,4,123,5/3/82
TB,1982,27,1/27/82,7,Chem,3.7,0.5,4,123,5/3/82
TB,1982,62,3/3/82,0,Quarterly,0,7.75,56.25,123,5/3/82
TB,1982,62,3/3/82,1,Quarterly,1,5.1,38.1,123,5/3/82
TB,1982,62,3/3/82,2,Quarterly,2.9,1.1,8.7,123,5/3/82
TB,1982,62,3/3/82,3,Quarterly,3.5,0.7,5.6,123,5/3/82
TB,1982,62,3/3/82,4,Quarterly,3.7,0.7,5.6,123,5/3/82
TB,1982,62,3/3/82,5,Quarterly,3.8,0.6,4.8,123,5/3/82
TB,1982,62,3/3/82,6,Quarterly,3.8,0.5,4,123,5/3/82
TB,1982,62,3/3/82,7,Quarterly,3.9,0.5,4,123,5/3/82
TB,1982,96,4/6/82,0,Chem,0,6.9,50.1,123,5/3/82
TB,1982,96,4/6/82,1,Chem,0.6,2.6,19.2,123,5/3/82
TB,1982,96,4/6/82,2,Chem,1.6,0.6,4.6,123,5/3/82
TB,1982,96,4/6/82,3,Chem,2.9,0.1,0.8,123,5/3/82
TB,1982,96,4/6/82,4,Chem,3.4,0,0,123,5/3/82
TB,1982,96,4/6/82,5,Chem,3.6,0,0,123,5/3/82
TB,1982,96,4/6/82,6,Chem,3.7,0,0,123,5/3/82
TB,1982,96,4/6/82,7,Chem,3.9,0,0,123,5/3/82
TB,1982,132,5/12/82,0,Quarterly,18.1,8.3,93.2,123,5/3/82
TB,1982,132,5/12/82,0.5,Quarterly,,,,123,5/3/82
TB,1982,132,5/12/82,1,Quarterly,9.4,6,55.6,123,5/3/82
TB,1982,132,5/12/82,2,Quarterly,4.5,0.2,1.6,123,5/3/82
TB,1982,132,5/12/82,3,Quarterly,4.3,0.1,0.8,123,5/3/82
TB,1982,132,5/12/82,4,Quarterly,4,0.1,0.8,123,5/3/82
TB,1982,132,5/12/82,5,Quarterly,4,0.1,0.8,123,5/3/82
TB,1982,132,5/12/82,6,Quarterly,3.9,0.1,0.8,123,5/3/82
TB,1982,132,5/12/82,7,Quarterly,4.1,0.1,0.8,123,5/3/82
TB,1982,144,5/24/82,0,Chem,19.2,7.5,86.1,123,5/3/82
TB,1982,144,5/24/82,0.5,Chem,,,,123,5/3/82
TB,1982,144,5/24/82,1,Chem,14,6.7,69,123,5/3/82
TB,1982,144,5/24/82,2,Chem,6.6,0.5,4.3,123,5/3/82
TB,1982,144,5/24/82,3,Chem,4.6,0.3,2.5,123,5/3/82
TB,1982,144,5/24/82,4,Chem,4.3,0.3,2.4,123,5/3/82
TB,1982,144,5/24/82,5,Chem,4.1,0.3,2.4,123,5/3/82
TB,1982,144,5/24/82,6,Chem,4.1,0.3,2.4,123,5/3/82
TB,1982,144,5/24/82,7,Chem,4.2,0.3,2.4,123,5/3/82
TB,1982,158,6/7/82,0,Chem,21.2,6.7,80.1,123,5/3/82
TB,1982,158,6/7/82,0.5,Chem,,,,123,5/3/82
TB,1982,158,6/7/82,1,Chem,16.3,7.2,77.9,123,5/3/82
TB,1982,158,6/7/82,2,Chem,7.4,0.3,2.6,123,5/3/82
TB,1982,158,6/7/82,3,Chem,4.9,0.2,1.7,123,5/3/82
TB,1982,158,6/7/82,4,Chem,4.4,0.2,1.6,123,5/3/82
TB,1982,158,6/7/82,5,Chem,4.2,0.1,0.8,123,5/3/82
TB,1982,158,6/7/82,6,Chem,4.2,0.1,0.8,123,5/3/82
TB,1982,158,6/7/82,7,Chem,4.2,0.1,0.8,123,5/3/82
TB,1982,172,6/21/82,0,Chem,19.5,,,123,5/3/82
TB,1982,172,6/21/82,0.5,Chem,,,,123,5/3/82
TB,1982,172,6/21/82,1,Chem,16.8,,,123,5/3/82
TB,1982,172,6/21/82,2,Chem,11.3,,,123,5/3/82
TB,1982,172,6/21/82,3,Chem,5.3,,,123,5/3/82
TB,1982,172,6/21/82,4,Chem,4.7,,,123,5/3/82
TB,1982,172,6/21/82,5,Chem,4.5,,,123,5/3/82
TB,1982,172,6/21/82,6,Chem,4.4,,,123,5/3/82
TB,1982,172,6/21/82,7,Chem,4.3,,,123,5/3/82
TB,1982,188,7/7/82,0,Chem,26.7,7.5,99.4,123,5/3/82
TB,1982,188,7/7/82,0.5,Chem,,,,123,5/3/82
TB,1982,188,7/7/82,1,Chem,23,5,61.9,123,5/3/82
TB,1982,188,7/7/82,2,Chem,12.7,0.1,1,123,5/3/82
TB,1982,188,7/7/82,3,Chem,11.8,0,0,123,5/3/82
TB,1982,188,7/7/82,4,Chem,5,0,0,123,5/3/82
TB,1982,188,7/7/82,5,Chem,4.7,0,0,123,5/3/82
TB,1982,188,7/7/82,6,Chem,4.5,0,0,123,5/3/82
TB,1982,188,7/7/82,7,Chem,4.5,0,0,123,5/3/82
TB,1982,203,7/22/82,0,Chem,26.7,7.9,104.7,123,5/3/82
TB,1982,203,7/22/82,0.5,Chem,,,,123,5/3/82
TB,1982,203,7/22/82,1,Chem,24,6.4,80.7,123,5/3/82
TB,1982,203,7/22/82,2,Chem,14,0.1,1,123,5/3/82
TB,1982,203,7/22/82,3,Chem,7.8,0.1,0.9,123,5/3/82
TB,1982,203,7/22/82,4,Chem,5.4,0,0,123,5/3/82
TB,1982,203,7/22/82,5,Chem,5,0,0,123,5/3/82
TB,1982,203,7/22/82,6,Chem,5,0,0,123,5/3/82
TB,1982,203,7/22/82,7,Chem,4.8,0,0,123,5/3/82
TB,1982,203,7/22/82,7.4,Chem,4.7,0,0,123,5/3/82
TB,1982,216,8/4/82,0,Chem,23.1,8.6,106.6,123,5/3/82
TB,1982,216,8/4/82,0.5,Chem,,,,123,5/3/82
TB,1982,216,8/4/82,1,Chem,21.6,5.6,67.4,123,5/3/82
TB,1982,216,8/4/82,2,Chem,14.3,0.3,3.1,123,5/3/82
TB,1982,216,8/4/82,3,Chem,7.7,0.2,1.8,123,5/3/82
TB,1982,216,8/4/82,4,Chem,5.1,0.1,0.8,123,5/3/82
TB,1982,216,8/4/82,5,Chem,4.5,0,0,123,5/3/82
TB,1982,216,8/4/82,6,Chem,4.3,0,0,123,5/3/82
TB,1982,216,8/4/82,7,Chem,4.2,0,0,123,5/3/82
TB,1982,231,8/19/82,0,Quarterly,23.4,,,123,5/3/82
TB,1982,231,8/19/82,1,Quarterly,21.4,,,123,5/3/82
TB,1982,231,8/19/82,2,Quarterly,15.4,,,123,5/3/82
TB,1982,231,8/19/82,3,Quarterly,9.2,,,123,5/3/82
TB,1982,231,8/19/82,4,Quarterly,6.7,,,123,5/3/82
TB,1982,231,8/19/82,5,Quarterly,4.8,,,123,5/3/82
TB,1982,231,8/19/82,6,Quarterly,4.5,,,123,5/3/82
TB,1982,231,8/19/82,7,Quarterly,4.5,,,123,5/3/82
TB,1982,250,9/7/82,0,Chem,17.2,,,123,5/3/82
TB,1982,250,9/7/82,1,Chem,15.6,,,123,5/3/82
TB,1982,250,9/7/82,2,Chem,15.1,,,123,5/3/82
TB,1982,250,9/7/82,3,Chem,11,,,123,5/3/82
TB,1982,250,9/7/82,4,Chem,6.5,,,123,5/3/82
TB,1982,250,9/7/82,5,Chem,5.2,,,123,5/3/82
TB,1982,250,9/7/82,6,Chem,4.9,,,123,5/3/82
TB,1982,250,9/7/82,7,Chem,4.7,,,123,5/3/82
TB,1982,263,9/20/82,0,Chem,13.9,8.2,84.2,123,5/3/82
TB,1982,263,9/20/82,1,Chem,13.4,7.8,79.2,123,5/3/82
TB,1982,263,9/20/82,2,Chem,13.2,7.1,71.8,123,5/3/82
TB,1982,263,9/20/82,3,Chem,10.6,0.4,3.8,123,5/3/82
TB,1982,263,9/20/82,4,Chem,7,0.3,2.6,123,5/3/82
TB,1982,263,9/20/82,5,Chem,5.3,0.2,1.7,123,5/3/82
TB,1982,263,9/20/82,6,Chem,5,0.2,1.7,123,5/3/82
TB,1982,263,9/20/82,7,Chem,4.7,0.2,1.6,123,5/3/82
TB,1982,280,10/7/82,0,Chem,13.2,8.9,90,123,5/3/82
TB,1982,280,10/7/82,1,Chem,13.2,8.7,88,123,5/3/82
TB,1982,280,10/7/82,2,Chem,11.9,6.3,61.9,123,5/3/82
TB,1982,280,10/7/82,3,Chem,10.6,1.5,14.3,123,5/3/82
TB,1982,280,10/7/82,4,Chem,8,0.3,2.7,123,5/3/82
TB,1982,280,10/7/82,5,Chem,5.9,0.3,2.6,123,5/3/82
TB,1982,280,10/7/82,6,Chem,4.9,0.2,1.7,123,5/3/82
TB,1982,280,10/7/82,7,Chem,4.6,0.2,1.6,123,5/3/82
TB,1982,291,10/18/82,0,Chem,,,,123,5/3/82
TB,1982,291,10/18/82,1,Chem,11.3,6.2,60.1,123,5/3/82
TB,1982,291,10/18/82,2,Chem,9.8,5.7,53.3,123,5/3/82
TB,1982,291,10/18/82,3,Chem,9.1,5.3,48.8,123,5/3/82
TB,1982,291,10/18/82,4,Chem,7.7,0.3,2.7,123,5/3/82
TB,1982,291,10/18/82,5,Chem,5.7,0.2,1.7,123,5/3/82
TB,1982,291,10/18/82,6,Chem,5.3,0.2,1.7,123,5/3/82
TB,1982,291,10/18/82,7,Chem,4.7,0.1,0.8,123,5/3/82
TB,1982,291,10/18/82,7.4,Chem,,,,123,5/3/82
TB,1982,313,11/9/82,0,Quarterly,4.1,4.4,35.7,123,5/3/82
TB,1982,313,11/9/82,1,Quarterly,4.1,4.4,35.7,123,5/3/82
TB,1982,313,11/9/82,2,Quarterly,4.1,4.3,34.9,123,5/3/82
TB,1982,313,11/9/82,3,Quarterly,4.2,4.2,34.2,123,5/3/82
TB,1982,313,11/9/82,4,Quarterly,4.2,4.2,34.2,123,5/3/82
TB,1982,313,11/9/82,5,Quarterly,4.1,4.2,34.1,123,5/3/82
TB,1982,313,11/9/82,6,Quarterly,4.1,4.1,33.3,123,5/3/82
TB,1982,313,11/9/82,7,Quarterly,4.1,4,32.5,123,5/3/82
TB,1982,334,11/30/82,0,Chem,0.6,13,96,123,5/3/82
TB,1982,334,11/30/82,1,Chem,2.7,7,54.8,123,5/3/82
TB,1982,334,11/30/82,2,Chem,2.9,5.2,40.9,123,5/3/82
TB,1982,334,11/30/82,3,Chem,3.3,3.7,29.4,123,5/3/82
TB,1982,334,11/30/82,4,Chem,3.5,3.1,24.8,123,5/3/82
TB,1982,334,11/30/82,5,Chem,3.7,2.7,21.7,123,5/3/82
TB,1982,334,11/30/82,6,Chem,3.7,2.5,20.1,123,5/3/82
TB,1982,334,11/30/82,7,Chem,3.8,1.6,12.9,123,5/3/82
TB,1983,10,1/10/83,0,Chem,0.3,14.6,106.9,118,4/28/83
TB,1983,10,1/10/83,1,Chem,1.8,5.2,39.7,118,4/28/83
TB,1983,10,1/10/83,2,Chem,3.2,3.4,27,118,4/28/83
TB,1983,10,1/10/83,3,Chem,3.6,4.6,36.9,118,4/28/83
TB,1983,10,1/10/83,4,Chem,3.7,1.2,9.6,118,4/28/83
TB,1983,10,1/10/83,5,Chem,3.9,0.4,3.2,118,4/28/83
TB,1983,10,1/10/83,6,Chem,4,0.2,1.6,118,4/28/83
TB,1983,10,1/10/83,7,Chem,4,0.1,0.8,118,4/28/83
TB,1983,53,2/22/83,0,Quarterly,0.7,12.7,94,118,4/28/83
TB,1983,53,2/22/83,1,Quarterly,1.9,4.5,34.4,118,4/28/83
TB,1983,53,2/22/83,2,Quarterly,2.7,1.6,12.5,118,4/28/83
TB,1983,53,2/22/83,3,Quarterly,3.4,0.6,4.8,118,4/28/83
TB,1983,53,2/22/83,3,Quarterly,,,,118,4/28/83
TB,1983,53,2/22/83,4,Quarterly,3.5,0.2,1.6,118,4/28/83
TB,1983,53,2/22/83,5,Quarterly,3.6,0.1,0.8,118,4/28/83
TB,1983,53,2/22/83,6,Quarterly,3.7,0.1,0.8,118,4/28/83
TB,1983,53,2/22/83,7,Quarterly,3.9,0,0,118,4/28/83
TB,1983,83,3/24/83,0,Chem,0.7,11.3,83.7,118,4/28/83
TB,1983,83,3/24/83,1,Chem,1.5,4.8,36.3,118,4/28/83
TB,1983,83,3/24/83,1,Chem,,,,118,4/28/83
TB,1983,83,3/24/83,2,Chem,2.6,1.1,8.6,118,4/28/83
TB,1983,83,3/24/83,3,Chem,3.2,0.2,1.6,118,4/28/83
TB,1983,83,3/24/83,4,Chem,3.6,0.2,1.6,118,4/28/83
TB,1983,83,3/24/83,5,Chem,3.7,0.2,1.6,118,4/28/83
TB,1983,83,3/24/83,6,Chem,3.9,0.2,1.6,118,4/28/83
TB,1983,83,3/24/83,7,Chem,4,0.2,1.6,118,4/28/83
TB,1983,129,5/9/83,0,Quarterly,18.6,9.1,103.2,118,4/28/83
TB,1983,129,5/9/83,1,Quarterly,9.8,9,84.2,118,4/28/83
TB,1983,129,5/9/83,1,Quarterly,,,,118,4/28/83
TB,1983,129,5/9/83,2,Quarterly,5.4,2.8,23.5,118,4/28/83
TB,1983,129,5/9/83,3,Quarterly,5,2.2,18.3,118,4/28/83
TB,1983,129,5/9/83,4,Quarterly,4.9,2.2,18.2,118,4/28/83
TB,1983,129,5/9/83,5,Quarterly,3.9,0.3,2.4,118,4/28/83
TB,1983,129,5/9/83,6,Quarterly,3.9,0.2,1.6,118,4/28/83
TB,1983,129,5/9/83,7,Quarterly,4,0.3,2.4,118,4/28/83
TB,1983,144,5/24/83,0,Chem,16.1,9.6,103.4,118,4/28/83
TB,1983,144,5/24/83,1,Chem,12,6.2,61,118,4/28/83
TB,1983,144,5/24/83,1,Chem,,,,118,4/28/83
TB,1983,144,5/24/83,2,Chem,5.6,2.4,20.3,118,4/28/83
TB,1983,144,5/24/83,3,Chem,5.3,0.5,4.2,118,4/28/83
TB,1983,144,5/24/83,4,Chem,4.1,0,0,118,4/28/83
TB,1983,144,5/24/83,5,Chem,4,0,0,118,4/28/83
TB,1983,144,5/24/83,6,Chem,4.1,0,0,118,4/28/83
TB,1983,144,5/24/83,7,Chem,4.1,0,0,118,4/28/83
TB,1983,160,6/9/83,0,Chem,22.8,9,110.9,118,4/28/83
TB,1983,160,6/9/83,1,Chem,15.6,6.7,71.4,118,4/28/83
TB,1983,160,6/9/83,2,Chem,8.6,1.4,12.7,118,4/28/83
TB,1983,160,6/9/83,3,Chem,5.5,0.5,4.2,118,4/28/83
TB,1983,160,6/9/83,3,Chem,,,,118,4/28/83
TB,1983,160,6/9/83,4,Chem,4.2,0.5,4.1,118,4/28/83
TB,1983,160,6/9/83,5,Chem,4.1,0.4,3.2,118,4/28/83
TB,1983,160,6/9/83,6,Chem,4.1,0.3,2.4,118,4/28/83
TB,1983,160,6/9/83,7,Chem,4.2,0.3,2.4,118,4/28/83
TB,1983,174,6/23/83,0,Chem,25,7.6,97.6,118,4/28/83
TB,1983,174,6/23/83,1,Chem,17.7,3.4,37.9,118,4/28/83
TB,1983,174,6/23/83,2,Chem,8.8,0,0,118,4/28/83
TB,1983,174,6/23/83,3,Chem,5.5,0,0,118,4/28/83
TB,1983,174,6/23/83,4,Chem,4.7,0,0,118,4/28/83
TB,1983,174,6/23/83,5,Chem,4.3,0,0,118,4/28/83
TB,1983,174,6/23/83,5,Chem,,,,118,4/28/83
TB,1983,174,6/23/83,6,Chem,4.2,0,0,118,4/28/83
TB,1983,174,6/23/83,7,Chem,4.3,0,0,118,4/28/83
TB,1983,186,7/5/83,0,Chem,25.3,7.5,96.9,118,4/28/83
TB,1983,186,7/5/83,1,Chem,21,6.8,80.9,118,4/28/83
TB,1983,186,7/5/83,2,Chem,10.8,1,9.6,118,4/28/83
TB,1983,186,7/5/83,3,Chem,6.2,0.8,6.9,118,4/28/83
TB,1983,186,7/5/83,4,Chem,5.1,0.5,4.2,118,4/28/83
TB,1983,186,7/5/83,5,Chem,4.7,0.4,3.3,118,4/28/83
TB,1983,186,7/5/83,6,Chem,4.6,0.4,3.3,118,4/28/83
TB,1983,186,7/5/83,7,Chem,4.5,0.4,3.3,118,4/28/83
TB,1983,186,7/5/83,7,Chem,,,,118,4/28/83
TB,1983,200,7/19/83,0,Chem,26.2,7.4,97.2,118,4/28/83
TB,1983,200,7/19/83,0,Chem,,,,118,4/28/83
TB,1983,200,7/19/83,1,Chem,24.6,8.3,105.8,118,4/28/83
TB,1983,200,7/19/83,2,Chem,13.7,0.6,6.1,118,4/28/83
TB,1983,200,7/19/83,3,Chem,6.7,0.4,3.5,118,4/28/83
TB,1983,200,7/19/83,4,Chem,4.8,0.2,1.7,118,4/28/83
TB,1983,200,7/19/83,5,Chem,4.3,0.2,1.6,118,4/28/83
TB,1983,200,7/19/83,6,Chem,4.2,0.2,1.6,118,4/28/83
TB,1983,200,7/19/83,7,Chem,4.2,0.1,0.8,118,4/28/83
TB,1983,215,8/3/83,0,Chem,26.1,9,118,118,4/28/83
TB,1983,215,8/3/83,1,Chem,24,8,100.9,118,4/28/83
TB,1983,215,8/3/83,2,Chem,14.6,0.2,2.1,118,4/28/83
TB,1983,215,8/3/83,3,Chem,8.1,0.2,1.8,118,4/28/83
TB,1983,215,8/3/83,4,Chem,5,0.2,1.7,118,4/28/83
TB,1983,215,8/3/83,5,Chem,5,0.2,1.7,118,4/28/83
TB,1983,215,8/3/83,6,Chem,4.3,0.2,1.6,118,4/28/83
TB,1983,215,8/3/83,7,Chem,4.3,0.2,1.6,118,4/28/83
TB,1983,215,8/3/83,7,Chem,,,,118,4/28/83
TB,1983,229,8/17/83,0,Quarterly,24.6,8.3,105.8,118,4/28/83
TB,1983,229,8/17/83,1,Quarterly,22.8,9,110.9,118,4/28/83
TB,1983,229,8/17/83,2,Quarterly,15.4,0.4,4.2,118,4/28/83
TB,1983,229,8/17/83,3,Quarterly,8.4,0.2,1.8,118,4/28/83
TB,1983,229,8/17/83,4,Quarterly,5.5,0.2,1.7,118,4/28/83
TB,1983,229,8/17/83,5,Quarterly,4.6,0.2,1.6,118,4/28/83
TB,1983,229,8/17/83,5,Quarterly,,,,118,4/28/83
TB,1983,229,8/17/83,6,Quarterly,4.4,0.2,1.6,118,4/28/83
TB,1983,229,8/17/83,7,Quarterly,4.3,0.2,1.6,118,4/28/83
TB,1983,251,9/8/83,0,Chem,23.3,6.2,77.1,118,4/28/83
TB,1983,251,9/8/83,0,Chem,,,,118,4/28/83
TB,1983,251,9/8/83,1,Chem,19.6,5.7,66,118,4/28/83
TB,1983,251,9/8/83,2,Chem,16.5,0.2,2.2,118,4/28/83
TB,1983,251,9/8/83,3,Chem,9.7,0.1,0.9,118,4/28/83
TB,1983,251,9/8/83,4,Chem,6.1,0.1,0.9,118,4/28/83
TB,1983,251,9/8/83,5,Chem,4.9,0,0,118,4/28/83
TB,1983,251,9/8/83,6,Chem,4.4,0,0,118,4/28/83
TB,1983,251,9/8/83,7,Chem,4.3,0,0,118,4/28/83
TB,1983,271,9/28/83,0,Chem,22.3,9.8,119.6,118,4/28/83
TB,1983,271,9/28/83,1,Chem,13.3,5.8,58.8,118,4/28/83
TB,1983,271,9/28/83,2,Chem,12,5.4,53.2,118,4/28/83
TB,1983,271,9/28/83,3,Chem,10.7,1.3,12.4,118,4/28/83
TB,1983,271,9/28/83,4,Chem,6.6,0.1,0.9,118,4/28/83
TB,1983,271,9/28/83,5,Chem,5,0.1,0.8,118,4/28/83
TB,1983,271,9/28/83,5,Chem,,,,118,4/28/83
TB,1983,271,9/28/83,6,Chem,4.4,0.1,0.8,118,4/28/83
TB,1983,271,9/28/83,7,Chem,4.3,0.1,0.8,118,4/28/83
TB,1983,292,10/19/83,0,Chem,9,7.5,68.9,118,4/28/83
TB,1983,292,10/19/83,1,Chem,8.2,6.6,59.4,118,4/28/83
TB,1983,292,10/19/83,2,Chem,7.9,5.9,52.7,118,4/28/83
TB,1983,292,10/19/83,3,Chem,7.9,6,53.6,118,4/28/83
TB,1983,292,10/19/83,4,Chem,7.6,3.3,29.3,118,4/28/83
TB,1983,292,10/19/83,5,Chem,5.4,0.1,0.8,118,4/28/83
TB,1983,292,10/19/83,6,Chem,4.7,0,0,118,4/28/83
TB,1983,292,10/19/83,7,Chem,4.3,0,0,118,4/28/83
TB,1983,292,10/19/83,7,Chem,,,,118,4/28/83
TB,1983,318,11/14/83,0,Quarterly,3.7,4.3,34.6,118,4/28/83
TB,1983,318,11/14/83,1,Quarterly,3.9,4.1,33.1,118,4/28/83
TB,1983,318,11/14/83,2,Quarterly,3.9,4.1,33.1,118,4/28/83
TB,1983,318,11/14/83,3,Quarterly,3.9,4,32.3,118,4/28/83
TB,1983,318,11/14/83,3,Quarterly,,,,118,4/28/83
TB,1983,318,11/14/83,4,Quarterly,3.9,4,32.3,118,4/28/83
TB,1983,318,11/14/83,5,Quarterly,3.9,3.9,31.5,118,4/28/83
TB,1983,318,11/14/83,6,Quarterly,3.9,3.9,31.5,118,4/28/83
TB,1983,318,11/14/83,7,Quarterly,3.9,3.9,31.5,118,4/28/83
TB,1984,3,1/3/84,0,Chem,0.2,7.2,52.6,110,4/19/84
TB,1984,3,1/3/84,1,Chem,1.5,4.8,36.3,110,4/19/84
TB,1984,3,1/3/84,2,Chem,2.8,3.3,25.9,110,4/19/84
TB,1984,3,1/3/84,3,Chem,3.2,2.5,19.8,110,4/19/84
TB,1984,3,1/3/84,3,Chem,,,,110,4/19/84
TB,1984,3,1/3/84,4,Chem,3.5,1.8,14.4,110,4/19/84
TB,1984,3,1/3/84,5,Chem,3.7,0.4,3.2,110,4/19/84
TB,1984,3,1/3/84,6,Chem,3.8,0.3,2.4,110,4/19/84
TB,1984,3,1/3/84,7,Chem,3.8,0.2,1.6,110,4/19/84
TB,1984,59,2/28/84,0,Quarterly,0.4,5,36.7,110,4/19/84
TB,1984,59,2/28/84,0,Quarterly,,,,110,4/19/84
TB,1984,59,2/28/84,1,Quarterly,1.3,4.1,30.9,110,4/19/84
TB,1984,59,2/28/84,2,Quarterly,2.5,2.4,18.7,110,4/19/84
TB,1984,59,2/28/84,3,Quarterly,3.1,1,7.9,110,4/19/84
TB,1984,59,2/28/84,4,Quarterly,3.4,0.4,3.2,110,4/19/84
TB,1984,59,2/28/84,5,Quarterly,3.7,0.2,1.6,110,4/19/84
TB,1984,59,2/28/84,6,Quarterly,3.9,0.2,1.6,110,4/19/84
TB,1984,59,2/28/84,7,Quarterly,4,0.2,1.6,110,4/19/84
TB,1984,95,4/4/84,0,Chem,0.6,7.3,53.9,110,4/19/84
TB,1984,95,4/4/84,1,Chem,2,7.2,55.3,110,4/19/84
TB,1984,95,4/4/84,2,Chem,2.3,4.6,35.6,110,4/19/84
TB,1984,95,4/4/84,3,Chem,3.1,0.9,7.1,110,4/19/84
TB,1984,95,4/4/84,4,Chem,3.4,0.5,4,110,4/19/84
TB,1984,95,4/4/84,5,Chem,3.7,0.4,3.2,110,4/19/84
TB,1984,95,4/4/84,6,Chem,3.8,0.3,2.4,110,4/19/84
TB,1984,95,4/4/84,7,Chem,4,0.3,2.4,110,4/19/84
TB,1984,95,4/4/84,7,Chem,,,,110,4/19/84
TB,1984,129,5/8/84,0,Quarterly,8.1,9,80.9,110,4/19/84
TB,1984,129,5/8/84,1,Quarterly,8,8.7,78,110,4/19/84
TB,1984,129,5/8/84,2,Quarterly,5.1,5.3,44.2,110,4/19/84
TB,1984,129,5/8/84,2,Quarterly,,,,110,4/19/84
TB,1984,129,5/8/84,3,Quarterly,4.6,4.8,39.5,110,4/19/84
TB,1984,129,5/8/84,4,Quarterly,4.3,2.8,22.9,110,4/19/84
TB,1984,129,5/8/84,5,Quarterly,4,0.3,2.4,110,4/19/84
TB,1984,129,5/8/84,5,Quarterly,,,,110,4/19/84
TB,1984,129,5/8/84,6,Quarterly,4,0.2,1.6,110,4/19/84
TB,1984,129,5/8/84,7,Quarterly,4,0.2,1.6,110,4/19/84
TB,1984,143,5/22/84,0,Chem,20.5,8.6,101.4,110,4/19/84
TB,1984,143,5/22/84,1,Chem,13.3,8.1,82.1,110,4/19/84
TB,1984,143,5/22/84,2,Chem,6.3,4.7,40.4,110,4/19/84
TB,1984,143,5/22/84,3,Chem,4.7,2.6,21.4,110,4/19/84
TB,1984,143,5/22/84,3,Chem,,,,110,4/19/84
TB,1984,143,5/22/84,4,Chem,4.3,0.6,4.9,110,4/19/84
TB,1984,143,5/22/84,5,Chem,4.3,0.6,4.9,110,4/19/84
TB,1984,143,5/22/84,6,Chem,4.2,0.5,4.1,110,4/19/84
TB,1984,143,5/22/84,7,Chem,4.1,0.5,4.1,110,4/19/84
TB,1984,156,6/4/84,0,Chem,23.4,8,99.7,110,4/19/84
TB,1984,156,6/4/84,1,Chem,16.1,6.2,66.8,110,4/19/84
TB,1984,156,6/4/84,2,Chem,7.2,2.8,24.6,110,4/19/84
TB,1984,156,6/4/84,2,Chem,,,,110,4/19/84
TB,1984,156,6/4/84,3,Chem,4.9,1.5,12.4,110,4/19/84
TB,1984,156,6/4/84,3,Chem,,,,110,4/19/84
TB,1984,156,6/4/84,4,Chem,4.6,0.5,4.1,110,4/19/84
TB,1984,156,6/4/84,5,Chem,4.4,0.2,1.6,110,4/19/84
TB,1984,156,6/4/84,6,Chem,4.3,0.2,1.6,110,4/19/84
TB,1984,156,6/4/84,7,Chem,4.2,0.2,1.6,110,4/19/84
TB,1984,171,6/19/84,0,Chem,27.1,8.6,114.8,110,4/19/84
TB,1984,171,6/19/84,1,Chem,19.6,5.4,62.5,110,4/19/84
TB,1984,171,6/19/84,2,Chem,11.5,2.2,21.4,110,4/19/84
TB,1984,171,6/19/84,3,Chem,5.6,0.4,3.4,110,4/19/84
TB,1984,171,6/19/84,3,Chem,,,,110,4/19/84
TB,1984,171,6/19/84,4,Chem,4.6,0.4,3.3,110,4/19/84
TB,1984,171,6/19/84,5,Chem,4.4,0.3,2.5,110,4/19/84
TB,1984,171,6/19/84,6,Chem,4.3,0.3,2.4,110,4/19/84
TB,1984,171,6/19/84,7,Chem,4.2,0.3,2.4,110,4/19/84
TB,1984,184,7/2/84,0,Chem,23.5,8.3,103.7,110,4/19/84
TB,1984,184,7/2/84,1,Chem,21.2,6.8,81.3,110,4/19/84
TB,1984,184,7/2/84,2,Chem,11.1,0.7,6.8,110,4/19/84
TB,1984,184,7/2/84,3,Chem,6,0.3,2.6,110,4/19/84
TB,1984,184,7/2/84,3,Chem,,,,110,4/19/84
TB,1984,184,7/2/84,4,Chem,4.8,0.3,2.5,110,4/19/84
TB,1984,184,7/2/84,5,Chem,4.5,0.3,2.5,110,4/19/84
TB,1984,184,7/2/84,6,Chem,4.4,0.3,2.5,110,4/19/84
TB,1984,184,7/2/84,7,Chem,4.3,0.3,2.4,110,4/19/84
TB,1984,184,7/2/84,7,Chem,,,,110,4/19/84
TB,1984,199,7/17/84,0,Chem,19.9,7.7,89.7,110,4/19/84
TB,1984,199,7/17/84,1,Chem,20,7.4,86.4,110,4/19/84
TB,1984,199,7/17/84,2,Chem,12.2,0.2,2,110,4/19/84
TB,1984,199,7/17/84,2,Chem,,,,110,4/19/84
TB,1984,199,7/17/84,3,Chem,7,0.1,0.9,110,4/19/84
TB,1984,199,7/17/84,4,Chem,5.2,0.1,0.8,110,4/19/84
TB,1984,199,7/17/84,5,Chem,4.6,0.1,0.8,110,4/19/84
TB,1984,199,7/17/84,6,Chem,4.3,0.1,0.8,110,4/19/84
