lakeid,year,daynum,sampledate,depth,event,wtemp,o2,o2sat,firstopen,datefirstopen
TB,1990,260,9/17/90,0,Chem,16.6,5,54.4,113,4/23/90
TB,1990,260,9/17/90,0.25,Chem,,,,113,4/23/90
TB,1990,260,9/17/90,0.5,Chem,,,,113,4/23/90
TB,1990,260,9/17/90,0.75,Chem,,,,113,4/23/90
TB,1990,260,9/17/90,1,Chem,15.4,4.6,48.8,113,4/23/90
TB,1990,260,9/17/90,1.25,Chem,,,,113,4/23/90
TB,1990,260,9/17/90,1.5,Chem,,,,113,4/23/90
TB,1990,260,9/17/90,1.75,Chem,,,,113,4/23/90
TB,1990,260,9/17/90,2,Chem,15.1,4.6,48.5,113,4/23/90
TB,1990,260,9/17/90,2.25,Chem,,,,113,4/23/90
TB,1990,260,9/17/90,2.5,Chem,,,,113,4/23/90
TB,1990,260,9/17/90,3,Chem,11.8,0.5,4.9,113,4/23/90
TB,1990,260,9/17/90,3,Chem,,,,113,4/23/90
TB,1990,260,9/17/90,4,Chem,7.7,0.5,4.4,113,4/23/90
TB,1990,260,9/17/90,5,Chem,5.3,0.5,4.2,113,4/23/90
TB,1990,260,9/17/90,6,Chem,4.3,0.5,4.1,113,4/23/90
TB,1990,260,9/17/90,7,Chem,4.1,0.5,4.1,113,4/23/90
TB,1990,274,10/1/90,0,Non-chem,12.6,7.3,72.9,113,4/23/90
TB,1990,274,10/1/90,0.25,Non-chem,,,,113,4/23/90
TB,1990,274,10/1/90,0.5,Non-chem,,,,113,4/23/90
TB,1990,274,10/1/90,0.75,Non-chem,,,,113,4/23/90
TB,1990,274,10/1/90,1,Non-chem,12.6,7.2,71.9,113,4/23/90
TB,1990,274,10/1/90,1.25,Non-chem,,,,113,4/23/90
TB,1990,274,10/1/90,1.5,Non-chem,,,,113,4/23/90
TB,1990,274,10/1/90,2,Non-chem,12.5,5,49.8,113,4/23/90
TB,1990,274,10/1/90,3,Non-chem,11.2,0.8,7.7,113,4/23/90
TB,1990,274,10/1/90,3,Non-chem,,,,113,4/23/90
TB,1990,274,10/1/90,4,Non-chem,7.3,0.8,7,113,4/23/90
TB,1990,274,10/1/90,5,Non-chem,5.2,0.8,6.7,113,4/23/90
TB,1990,274,10/1/90,6,Non-chem,4.2,0.8,6.5,113,4/23/90
TB,1990,274,10/1/90,7,Non-chem,4.1,0.8,6.5,113,4/23/90
TB,1990,289,10/16/90,0,Chem,8.2,6.1,54.9,113,4/23/90
TB,1990,289,10/16/90,0.25,Chem,,,,113,4/23/90
TB,1990,289,10/16/90,0.5,Chem,,,,113,4/23/90
TB,1990,289,10/16/90,0.75,Chem,,,,113,4/23/90
TB,1990,289,10/16/90,1,Chem,8.2,6.1,54.9,113,4/23/90
TB,1990,289,10/16/90,1.25,Chem,,,,113,4/23/90
TB,1990,289,10/16/90,1.5,Chem,,,,113,4/23/90
TB,1990,289,10/16/90,1.75,Chem,,,,113,4/23/90
TB,1990,289,10/16/90,2,Chem,8.2,6.1,54.9,113,4/23/90
TB,1990,289,10/16/90,3,Chem,8.2,6,54,113,4/23/90
TB,1990,289,10/16/90,3,Chem,,,,113,4/23/90
TB,1990,289,10/16/90,4,Chem,7.6,1.9,16.9,113,4/23/90
TB,1990,289,10/16/90,5,Chem,5.4,0.6,5,113,4/23/90
TB,1990,289,10/16/90,6,Chem,4.4,0.6,4.9,113,4/23/90
TB,1990,289,10/16/90,7,Chem,4,0.6,4.9,113,4/23/90
TB,1990,302,10/29/90,0,Non-chem,5.4,5.5,46.2,113,4/23/90
TB,1990,302,10/29/90,0.25,Non-chem,,,,113,4/23/90
TB,1990,302,10/29/90,0.5,Non-chem,,,,113,4/23/90
TB,1990,302,10/29/90,0.75,Non-chem,,,,113,4/23/90
TB,1990,302,10/29/90,1,Non-chem,5.3,5.5,46.1,113,4/23/90
TB,1990,302,10/29/90,1.25,Non-chem,,,,113,4/23/90
TB,1990,302,10/29/90,1.5,Non-chem,,,,113,4/23/90
TB,1990,302,10/29/90,1.75,Non-chem,,,,113,4/23/90
TB,1990,302,10/29/90,2,Non-chem,5.2,5.5,46,113,4/23/90
TB,1990,302,10/29/90,3,Non-chem,5.2,5.5,46,113,4/23/90
TB,1990,302,10/29/90,4,Non-chem,5.1,5.5,45.8,113,4/23/90
TB,1990,302,10/29/90,5,Non-chem,5.1,5.5,45.8,113,4/23/90
TB,1990,302,10/29/90,6,Non-chem,5.1,5.5,45.8,113,4/23/90
TB,1990,302,10/29/90,7,Non-chem,4.1,1.3,10.6,113,4/23/90
TB,1990,302,10/29/90,7,Non-chem,,,,113,4/23/90
TB,1990,312,11/8/90,0,Quarterly,3.8,5.1,41.1,113,4/23/90
TB,1990,312,11/8/90,0.25,Quarterly,,,,113,4/23/90
TB,1990,312,11/8/90,0.5,Quarterly,,,,113,4/23/90
TB,1990,312,11/8/90,0.75,Quarterly,,,,113,4/23/90
TB,1990,312,11/8/90,1,Quarterly,3.8,5,40.3,113,4/23/90
TB,1990,312,11/8/90,1.25,Quarterly,,,,113,4/23/90
TB,1990,312,11/8/90,1.5,Quarterly,,,,113,4/23/90
TB,1990,312,11/8/90,1.75,Quarterly,,,,113,4/23/90
TB,1990,312,11/8/90,2,Quarterly,3.7,5,40.2,113,4/23/90
TB,1990,312,11/8/90,3,Quarterly,3.7,4.9,39.4,113,4/23/90
TB,1990,312,11/8/90,3,Quarterly,,,,113,4/23/90
TB,1990,312,11/8/90,4,Quarterly,3.6,4.9,39.3,113,4/23/90
TB,1990,312,11/8/90,5,Quarterly,3.6,4.8,38.5,113,4/23/90
TB,1990,312,11/8/90,6,Quarterly,3.6,4.8,38.5,113,4/23/90
TB,1990,312,11/8/90,7,Quarterly,3.6,4.7,37.7,113,4/23/90
TB,1991,16,1/16/91,0,Chem,-0.6,8.6,61.3,109,4/19/91
TB,1991,16,1/16/91,0.5,Chem,,,,109,4/19/91
TB,1991,16,1/16/91,0.75,Chem,,,,109,4/19/91
TB,1991,16,1/16/91,1,Chem,0.5,6.7,49.3,109,4/19/91
TB,1991,16,1/16/91,2,Chem,2.2,4.1,31.6,109,4/19/91
TB,1991,16,1/16/91,3,Chem,2.5,2.4,18.7,109,4/19/91
TB,1991,16,1/16/91,3,Chem,,,,109,4/19/91
TB,1991,16,1/16/91,4,Chem,2.8,0.8,6.3,109,4/19/91
TB,1991,16,1/16/91,5,Chem,2.8,0.8,6.3,109,4/19/91
TB,1991,16,1/16/91,6,Chem,2.8,0.6,4.7,109,4/19/91
TB,1991,16,1/16/91,6.5,Chem,2.8,0.6,4.7,109,4/19/91
TB,1991,51,2/20/91,0,Quarterly,-1.1,11.1,78,109,4/19/91
TB,1991,51,2/20/91,0,Quarterly,,,,109,4/19/91
TB,1991,51,2/20/91,0.5,Quarterly,,,,109,4/19/91
TB,1991,51,2/20/91,0.75,Quarterly,,,,109,4/19/91
TB,1991,51,2/20/91,1,Quarterly,-0.2,5.1,36.8,109,4/19/91
TB,1991,51,2/20/91,2,Quarterly,1.3,0.9,6.8,109,4/19/91
TB,1991,51,2/20/91,3,Quarterly,1.7,0.8,6.1,109,4/19/91
TB,1991,51,2/20/91,4,Quarterly,2,0.7,5.4,109,4/19/91
TB,1991,51,2/20/91,5,Quarterly,2,0.7,5.4,109,4/19/91
TB,1991,51,2/20/91,6,Quarterly,2.2,0.7,5.4,109,4/19/91
TB,1991,51,2/20/91,7,Quarterly,2.2,0.7,5.4,109,4/19/91
TB,1991,80,3/21/91,0,Chem,0.7,13.1,97,109,4/19/91
TB,1991,80,3/21/91,0.5,Chem,,,,109,4/19/91
TB,1991,80,3/21/91,0.75,Chem,,,,109,4/19/91
TB,1991,80,3/21/91,1,Chem,1.4,5.1,38.5,109,4/19/91
TB,1991,80,3/21/91,1.25,Chem,,,,109,4/19/91
TB,1991,80,3/21/91,1.5,Chem,,,,109,4/19/91
TB,1991,80,3/21/91,1.75,Chem,,,,109,4/19/91
TB,1991,80,3/21/91,2,Chem,2.5,0.3,2.3,109,4/19/91
TB,1991,80,3/21/91,3,Chem,3.2,0.2,1.6,109,4/19/91
TB,1991,80,3/21/91,3,Chem,,,,109,4/19/91
TB,1991,80,3/21/91,4,Chem,3.5,0.2,1.6,109,4/19/91
TB,1991,80,3/21/91,5,Chem,3.7,0.1,0.8,109,4/19/91
TB,1991,80,3/21/91,6,Chem,3.8,0.1,0.8,109,4/19/91
TB,1991,80,3/21/91,7,Chem,3.9,0.1,0.8,109,4/19/91
TB,1991,129,5/9/91,0,Quarterly,15.7,10.3,110,109,4/19/91
TB,1991,129,5/9/91,0.25,Quarterly,,,,109,4/19/91
TB,1991,129,5/9/91,0.5,Quarterly,,,,109,4/19/91
TB,1991,129,5/9/91,0.75,Quarterly,,,,109,4/19/91
TB,1991,129,5/9/91,1,Quarterly,9.5,10.9,101.3,109,4/19/91
TB,1991,129,5/9/91,1.25,Quarterly,,,,109,4/19/91
TB,1991,129,5/9/91,1.5,Quarterly,,,,109,4/19/91
TB,1991,129,5/9/91,1.75,Quarterly,,,,109,4/19/91
TB,1991,129,5/9/91,2,Quarterly,5.3,0.3,2.5,109,4/19/91
TB,1991,129,5/9/91,2.25,Quarterly,,,,109,4/19/91
TB,1991,129,5/9/91,2.5,Quarterly,,,,109,4/19/91
TB,1991,129,5/9/91,2.75,Quarterly,,,,109,4/19/91
TB,1991,129,5/9/91,3,Quarterly,4.6,0.3,2.5,109,4/19/91
TB,1991,129,5/9/91,3,Quarterly,,,,109,4/19/91
TB,1991,129,5/9/91,3.25,Quarterly,,,,109,4/19/91
TB,1991,129,5/9/91,4,Quarterly,4.4,0.2,1.6,109,4/19/91
TB,1991,129,5/9/91,5,Quarterly,4.2,0.2,1.6,109,4/19/91
TB,1991,129,5/9/91,6,Quarterly,4.3,0.3,2.4,109,4/19/91
TB,1991,129,5/9/91,7,Quarterly,3.8,0.2,1.6,109,4/19/91
TB,1991,143,5/23/91,0,Non-chem,21.6,8.5,102.4,109,4/19/91
TB,1991,143,5/23/91,0.25,Non-chem,,,,109,4/19/91
TB,1991,143,5/23/91,0.5,Non-chem,,,,109,4/19/91
TB,1991,143,5/23/91,0.75,Non-chem,,,,109,4/19/91
TB,1991,143,5/23/91,1,Non-chem,12.2,9.4,93,109,4/19/91
TB,1991,143,5/23/91,1.25,Non-chem,,,,109,4/19/91
TB,1991,143,5/23/91,1.5,Non-chem,,,,109,4/19/91
TB,1991,143,5/23/91,1.75,Non-chem,,,,109,4/19/91
TB,1991,143,5/23/91,2,Non-chem,6.2,0.3,2.6,109,4/19/91
TB,1991,143,5/23/91,2.25,Non-chem,,,,109,4/19/91
TB,1991,143,5/23/91,3,Non-chem,4.2,0.2,1.6,109,4/19/91
TB,1991,143,5/23/91,4,Non-chem,4.1,0.2,1.6,109,4/19/91
TB,1991,143,5/23/91,5,Non-chem,4.1,0.1,0.8,109,4/19/91
TB,1991,143,5/23/91,6,Non-chem,4.1,0.1,0.8,109,4/19/91
TB,1991,143,5/23/91,7,Non-chem,4.3,0.1,0.8,109,4/19/91
TB,1991,143,5/23/91,7,Non-chem,,,,109,4/19/91
TB,1991,156,6/5/91,0,Chem,20.8,7.7,91.3,109,4/19/91
TB,1991,156,6/5/91,0.25,Chem,,,,109,4/19/91
TB,1991,156,6/5/91,0.5,Chem,,,,109,4/19/91
TB,1991,156,6/5/91,0.75,Chem,,,,109,4/19/91
TB,1991,156,6/5/91,1,Chem,15.9,2.3,24.7,109,4/19/91
TB,1991,156,6/5/91,1.25,Chem,,,,109,4/19/91
TB,1991,156,6/5/91,1.5,Chem,,,,109,4/19/91
TB,1991,156,6/5/91,1.75,Chem,,,,109,4/19/91
TB,1991,156,6/5/91,2,Chem,7,0.1,0.9,109,4/19/91
TB,1991,156,6/5/91,2,Chem,,,,109,4/19/91
TB,1991,156,6/5/91,2.25,Chem,,,,109,4/19/91
TB,1991,156,6/5/91,2.5,Chem,,,,109,4/19/91
TB,1991,156,6/5/91,3,Chem,4.6,0.2,1.6,109,4/19/91
TB,1991,156,6/5/91,4,Chem,4.2,0.2,1.6,109,4/19/91
TB,1991,156,6/5/91,5,Chem,4.2,0.2,1.6,109,4/19/91
TB,1991,156,6/5/91,6,Chem,4.2,0.1,0.8,109,4/19/91
TB,1991,156,6/5/91,7,Chem,4.2,0.1,0.8,109,4/19/91
TB,1991,169,6/18/91,0,Non-chem,24,8,100.9,109,4/19/91
TB,1991,169,6/18/91,0.25,Non-chem,,,,109,4/19/91
TB,1991,169,6/18/91,0.5,Non-chem,,,,109,4/19/91
TB,1991,169,6/18/91,0.75,Non-chem,,,,109,4/19/91
TB,1991,169,6/18/91,1,Non-chem,17.9,1.1,12.3,109,4/19/91
TB,1991,169,6/18/91,1.25,Non-chem,,,,109,4/19/91
TB,1991,169,6/18/91,1.5,Non-chem,,,,109,4/19/91
TB,1991,169,6/18/91,1.75,Non-chem,,,,109,4/19/91
TB,1991,169,6/18/91,2,Non-chem,8.6,0.1,0.9,109,4/19/91
TB,1991,169,6/18/91,2,Non-chem,,,,109,4/19/91
TB,1991,169,6/18/91,3,Non-chem,4.9,0.1,0.8,109,4/19/91
TB,1991,169,6/18/91,4,Non-chem,4.4,0.1,0.8,109,4/19/91
TB,1991,169,6/18/91,5,Non-chem,4.2,0.1,0.8,109,4/19/91
TB,1991,169,6/18/91,6,Non-chem,4.2,0.1,0.8,109,4/19/91
TB,1991,169,6/18/91,7,Non-chem,4.3,0.1,0.8,109,4/19/91
TB,1991,183,7/2/91,0,Chem,23.3,8.2,102,109,4/19/91
TB,1991,183,7/2/91,0.25,Chem,,,,109,4/19/91
TB,1991,183,7/2/91,0.5,Chem,,,,109,4/19/91
TB,1991,183,7/2/91,0.75,Chem,,,,109,4/19/91
TB,1991,183,7/2/91,1,Chem,18.6,0.9,10.2,109,4/19/91
TB,1991,183,7/2/91,1.25,Chem,,,,109,4/19/91
TB,1991,183,7/2/91,1.5,Chem,,,,109,4/19/91
TB,1991,183,7/2/91,1.75,Chem,,,,109,4/19/91
TB,1991,183,7/2/91,2,Chem,12.4,0.1,1,109,4/19/91
TB,1991,183,7/2/91,3,Chem,5.8,0.2,1.7,109,4/19/91
TB,1991,183,7/2/91,4,Chem,4.7,0.2,1.6,109,4/19/91
TB,1991,183,7/2/91,5,Chem,4.4,0.2,1.6,109,4/19/91
TB,1991,183,7/2/91,5,Chem,,,,109,4/19/91
TB,1991,183,7/2/91,6,Chem,4.3,0.2,1.6,109,4/19/91
TB,1991,183,7/2/91,7,Chem,4.3,0.2,1.6,109,4/19/91
TB,1991,199,7/18/91,0,Non-chem,25.5,6.9,89.5,109,4/19/91
TB,1991,199,7/18/91,0.25,Non-chem,,,,109,4/19/91
TB,1991,199,7/18/91,0.5,Non-chem,,,,109,4/19/91
TB,1991,199,7/18/91,0.75,Non-chem,,,,109,4/19/91
TB,1991,199,7/18/91,1,Non-chem,21.4,3,36,109,4/19/91
TB,1991,199,7/18/91,1.25,Non-chem,,,,109,4/19/91
TB,1991,199,7/18/91,1.5,Non-chem,,,,109,4/19/91
TB,1991,199,7/18/91,1.75,Non-chem,,,,109,4/19/91
TB,1991,199,7/18/91,2,Non-chem,12.1,0.2,2,109,4/19/91
TB,1991,199,7/18/91,2,Non-chem,,,,109,4/19/91
TB,1991,199,7/18/91,3,Non-chem,6.8,0.2,1.7,109,4/19/91
TB,1991,199,7/18/91,4,Non-chem,5.1,0.3,2.5,109,4/19/91
TB,1991,199,7/18/91,5,Non-chem,4.5,0.3,2.5,109,4/19/91
TB,1991,199,7/18/91,6,Non-chem,4.4,0.3,2.5,109,4/19/91
TB,1991,199,7/18/91,7,Non-chem,4.3,0.3,2.4,109,4/19/91
TB,1991,210,7/29/91,0,Chem,18.2,5.9,66.4,109,4/19/91
TB,1991,210,7/29/91,0.25,Chem,,,,109,4/19/91
TB,1991,210,7/29/91,0.5,Chem,,,,109,4/19/91
TB,1991,210,7/29/91,0.75,Chem,,,,109,4/19/91
TB,1991,210,7/29/91,1,Chem,18.1,5.8,65.1,109,4/19/91
TB,1991,210,7/29/91,1.25,Chem,,,,109,4/19/91
TB,1991,210,7/29/91,1.5,Chem,,,,109,4/19/91
TB,1991,210,7/29/91,1.75,Chem,,,,109,4/19/91
TB,1991,210,7/29/91,2,Chem,14,0.2,2.1,109,4/19/91
TB,1991,210,7/29/91,2,Chem,,,,109,4/19/91
TB,1991,210,7/29/91,3,Chem,7.6,0.1,0.9,109,4/19/91
TB,1991,210,7/29/91,4,Chem,5.4,0.1,0.8,109,4/19/91
TB,1991,210,7/29/91,5,Chem,4.7,0.1,0.8,109,4/19/91
TB,1991,210,7/29/91,6,Chem,4.5,0.1,0.8,109,4/19/91
TB,1991,210,7/29/91,7,Chem,4.3,0.1,0.8,109,4/19/91
TB,1991,224,8/12/91,0,Non-chem,28.4,7.8,106.6,109,4/19/91
TB,1991,224,8/12/91,0.25,Non-chem,,,,109,4/19/91
TB,1991,224,8/12/91,0.5,Non-chem,,,,109,4/19/91
TB,1991,224,8/12/91,0.75,Non-chem,,,,109,4/19/91
TB,1991,224,8/12/91,1,Non-chem,20.2,7.1,83.2,109,4/19/91
TB,1991,224,8/12/91,1.25,Non-chem,,,,109,4/19/91
TB,1991,224,8/12/91,1.5,Non-chem,,,,109,4/19/91
TB,1991,224,8/12/91,1.75,Non-chem,,,,109,4/19/91
TB,1991,224,8/12/91,2,Non-chem,13.5,0.2,2,109,4/19/91
TB,1991,224,8/12/91,3,Non-chem,7.9,0.1,0.9,109,4/19/91
TB,1991,224,8/12/91,4,Non-chem,5.6,0.1,0.8,109,4/19/91
TB,1991,224,8/12/91,5,Non-chem,4.7,0.1,0.8,109,4/19/91
TB,1991,224,8/12/91,5,Non-chem,,,,109,4/19/91
TB,1991,224,8/12/91,6,Non-chem,4.5,0.1,0.8,109,4/19/91
TB,1991,224,8/12/91,7,Non-chem,4.5,0.1,0.8,109,4/19/91
TB,1991,238,8/26/91,0,Quarterly,24.9,7.7,98.7,109,4/19/91
TB,1991,238,8/26/91,0.25,Quarterly,,,,109,4/19/91
TB,1991,238,8/26/91,0.5,Quarterly,,,,109,4/19/91
TB,1991,238,8/26/91,0.75,Quarterly,,,,109,4/19/91
TB,1991,238,8/26/91,1,Quarterly,19.6,2.9,33.6,109,4/19/91
TB,1991,238,8/26/91,1.25,Quarterly,,,,109,4/19/91
TB,1991,238,8/26/91,1.5,Quarterly,,,,109,4/19/91
TB,1991,238,8/26/91,1.75,Quarterly,,,,109,4/19/91
TB,1991,238,8/26/91,2,Quarterly,13.6,0.1,1,109,4/19/91
TB,1991,238,8/26/91,2.25,Quarterly,,,,109,4/19/91
TB,1991,238,8/26/91,3,Quarterly,8.7,0.1,0.9,109,4/19/91
TB,1991,238,8/26/91,3,Quarterly,,,,109,4/19/91
TB,1991,238,8/26/91,4,Quarterly,5.7,0.2,1.7,109,4/19/91
TB,1991,238,8/26/91,5,Quarterly,5.1,0.2,1.7,109,4/19/91
TB,1991,238,8/26/91,6,Quarterly,4.8,0.2,1.7,109,4/19/91
TB,1991,238,8/26/91,7,Quarterly,4.5,0.2,1.6,109,4/19/91
TB,1991,254,9/11/91,0,Non-chem,17.3,6.3,69.6,109,4/19/91
TB,1991,254,9/11/91,0,Non-chem,,,,109,4/19/91
TB,1991,254,9/11/91,0.25,Non-chem,,,,109,4/19/91
TB,1991,254,9/11/91,0.5,Non-chem,,,,109,4/19/91
TB,1991,254,9/11/91,0.75,Non-chem,,,,109,4/19/91
TB,1991,254,9/11/91,1,Non-chem,17.1,5.5,60.5,109,4/19/91
TB,1991,254,9/11/91,1.25,Non-chem,,,,109,4/19/91
TB,1991,254,9/11/91,1.5,Non-chem,,,,109,4/19/91
TB,1991,254,9/11/91,1.75,Non-chem,,,,109,4/19/91
TB,1991,254,9/11/91,2,Non-chem,14.5,0.3,3.1,109,4/19/91
TB,1991,254,9/11/91,3,Non-chem,9.4,0.2,1.9,109,4/19/91
TB,1991,254,9/11/91,4,Non-chem,6.4,0.3,2.6,109,4/19/91
TB,1991,254,9/11/91,5,Non-chem,5.1,0.3,2.5,109,4/19/91
TB,1991,254,9/11/91,6,Non-chem,4.7,0.3,2.5,109,4/19/91
TB,1991,254,9/11/91,7,Non-chem,4.5,0.3,2.5,109,4/19/91
TB,1991,267,9/24/91,0,Chem,11.4,5.4,52.4,109,4/19/91
TB,1991,267,9/24/91,0,Chem,,,,109,4/19/91
TB,1991,267,9/24/91,0.25,Chem,,,,109,4/19/91
TB,1991,267,9/24/91,0.5,Chem,,,,109,4/19/91
TB,1991,267,9/24/91,0.75,Chem,,,,109,4/19/91
TB,1991,267,9/24/91,1,Chem,11.4,5.4,52.4,109,4/19/91
TB,1991,267,9/24/91,1.25,Chem,,,,109,4/19/91
TB,1991,267,9/24/91,1.5,Chem,,,,109,4/19/91
TB,1991,267,9/24/91,1.75,Chem,,,,109,4/19/91
TB,1991,267,9/24/91,2,Chem,11.4,5.4,52.4,109,4/19/91
TB,1991,267,9/24/91,3,Chem,9.7,0.2,1.9,109,4/19/91
TB,1991,267,9/24/91,4,Chem,6.4,0.2,1.7,109,4/19/91
TB,1991,267,9/24/91,5,Chem,5.2,0.1,0.8,109,4/19/91
TB,1991,267,9/24/91,6,Chem,4.6,0.1,0.8,109,4/19/91
TB,1991,267,9/24/91,7,Chem,4.5,0.1,0.8,109,4/19/91
TB,1991,281,10/8/91,0,Non-chem,11.4,6.6,64.1,109,4/19/91
TB,1991,281,10/8/91,0.25,Non-chem,,,,109,4/19/91
TB,1991,281,10/8/91,0.5,Non-chem,,,,109,4/19/91
TB,1991,281,10/8/91,0.75,Non-chem,,,,109,4/19/91
TB,1991,281,10/8/91,1,Non-chem,8.5,6.7,60.8,109,4/19/91
TB,1991,281,10/8/91,1.25,Non-chem,,,,109,4/19/91
TB,1991,281,10/8/91,1.5,Non-chem,,,,109,4/19/91
TB,1991,281,10/8/91,1.75,Non-chem,,,,109,4/19/91
TB,1991,281,10/8/91,2,Non-chem,8.3,6.8,61.4,109,4/19/91
TB,1991,281,10/8/91,3,Non-chem,8.2,6.6,59.4,109,4/19/91
TB,1991,281,10/8/91,4,Non-chem,7.6,1.4,12.4,109,4/19/91
TB,1991,281,10/8/91,5,Non-chem,5.5,1.4,11.8,109,4/19/91
TB,1991,281,10/8/91,6,Non-chem,4.9,1.2,9.9,109,4/19/91
TB,1991,281,10/8/91,7,Non-chem,4.6,1.1,9,109,4/19/91
TB,1991,281,10/8/91,7,Non-chem,,,,109,4/19/91
TB,1991,301,10/28/91,0,Chem,7.7,7.3,64.9,109,4/19/91
TB,1991,301,10/28/91,0,Chem,,,,109,4/19/91
TB,1991,301,10/28/91,0.25,Chem,,,,109,4/19/91
TB,1991,301,10/28/91,0.5,Chem,,,,109,4/19/91
TB,1991,301,10/28/91,0.75,Chem,,,,109,4/19/91
TB,1991,301,10/28/91,1,Chem,6.9,6.6,57.6,109,4/19/91
TB,1991,301,10/28/91,1.25,Chem,,,,109,4/19/91
TB,1991,301,10/28/91,1.5,Chem,,,,109,4/19/91
TB,1991,301,10/28/91,1.75,Chem,,,,109,4/19/91
TB,1991,301,10/28/91,2,Chem,6.6,6.4,55.4,109,4/19/91
TB,1991,301,10/28/91,3,Chem,6.3,4.8,41.2,109,4/19/91
TB,1991,301,10/28/91,4,Chem,6.1,4.5,38.5,109,4/19/91
TB,1991,301,10/28/91,5,Chem,5.7,0.6,5.1,109,4/19/91
TB,1991,301,10/28/91,6,Chem,4.9,0.2,1.7,109,4/19/91
TB,1991,301,10/28/91,7,Chem,4.6,0.1,0.8,109,4/19/91
TB,1991,308,11/4/91,0,Quarterly,3.6,5.8,46.5,109,4/19/91
TB,1991,308,11/4/91,0,Quarterly,,,,109,4/19/91
TB,1991,308,11/4/91,0.25,Quarterly,,,,109,4/19/91
TB,1991,308,11/4/91,0.5,Quarterly,,,,109,4/19/91
TB,1991,308,11/4/91,0.75,Quarterly,,,,109,4/19/91
TB,1991,308,11/4/91,1,Quarterly,3.5,5.8,46.4,109,4/19/91
TB,1991,308,11/4/91,1.25,Quarterly,,,,109,4/19/91
TB,1991,308,11/4/91,1.5,Quarterly,,,,109,4/19/91
TB,1991,308,11/4/91,1.75,Quarterly,,,,109,4/19/91
TB,1991,308,11/4/91,2,Quarterly,3.7,5.2,41.8,109,4/19/91
TB,1991,308,11/4/91,3,Quarterly,3.8,5.1,41.1,109,4/19/91
TB,1991,308,11/4/91,4,Quarterly,4,5,40.5,109,4/19/91
TB,1991,308,11/4/91,5,Quarterly,4,5,40.5,109,4/19/91
TB,1991,308,11/4/91,6,Quarterly,4,5,40.5,109,4/19/91
TB,1991,308,11/4/91,7,Quarterly,4,4.9,39.7,109,4/19/91
TB,1992,15,1/15/92,0,Chem,0.2,4.5,32.8,120,4/29/92
TB,1992,15,1/15/92,0.5,Chem,,,,120,4/29/92
TB,1992,15,1/15/92,0.75,Chem,,,,120,4/29/92
TB,1992,15,1/15/92,1,Chem,1.7,2.6,19.8,120,4/29/92
TB,1992,15,1/15/92,2,Chem,2.9,1.4,11,120,4/29/92
TB,1992,15,1/15/92,3,Chem,3.5,0.8,6.4,120,4/29/92
TB,1992,15,1/15/92,3,Chem,,,,120,4/29/92
TB,1992,15,1/15/92,4,Chem,3.7,0.4,3.2,120,4/29/92
TB,1992,15,1/15/92,5,Chem,3.8,0.2,1.6,120,4/29/92
TB,1992,15,1/15/92,6,Chem,3.9,0.1,0.8,120,4/29/92
TB,1992,15,1/15/92,7,Chem,4,0.1,0.8,120,4/29/92
TB,1992,57,2/26/92,0,Quarterly,0.2,1.4,10.2,120,4/29/92
TB,1992,57,2/26/92,0,Quarterly,,,,120,4/29/92
TB,1992,57,2/26/92,1,Quarterly,1.3,0.6,4.5,120,4/29/92
TB,1992,57,2/26/92,2,Quarterly,2.7,0.1,0.8,120,4/29/92
TB,1992,57,2/26/92,3,Quarterly,3.5,0.1,0.8,120,4/29/92
TB,1992,57,2/26/92,4,Quarterly,3.8,0.1,0.8,120,4/29/92
TB,1992,57,2/26/92,5,Quarterly,3.8,0.1,0.8,120,4/29/92
TB,1992,57,2/26/92,6,Quarterly,4,0.1,0.8,120,4/29/92
TB,1992,57,2/26/92,7,Quarterly,4,0.1,0.8,120,4/29/92
TB,1992,83,3/23/92,0,Chem,0.2,4.7,34.3,120,4/29/92
TB,1992,83,3/23/92,0.5,Chem,,,,120,4/29/92
TB,1992,83,3/23/92,0.75,Chem,,,,120,4/29/92
TB,1992,83,3/23/92,1,Chem,1.2,0.3,2.3,120,4/29/92
TB,1992,83,3/23/92,1.25,Chem,,,,120,4/29/92
TB,1992,83,3/23/92,1.5,Chem,,,,120,4/29/92
TB,1992,83,3/23/92,1.75,Chem,,,,120,4/29/92
TB,1992,83,3/23/92,2,Chem,2.4,0.2,1.6,120,4/29/92
TB,1992,83,3/23/92,2.25,Chem,,,,120,4/29/92
TB,1992,83,3/23/92,2.5,Chem,,,,120,4/29/92
TB,1992,83,3/23/92,2.75,Chem,,,,120,4/29/92
TB,1992,83,3/23/92,3,Chem,3.3,0.1,0.8,120,4/29/92
TB,1992,83,3/23/92,3.25,Chem,,,,120,4/29/92
TB,1992,83,3/23/92,3.5,Chem,,,,120,4/29/92
TB,1992,83,3/23/92,3.75,Chem,,,,120,4/29/92
TB,1992,83,3/23/92,4,Chem,3.7,0.1,0.8,120,4/29/92
TB,1992,83,3/23/92,4.25,Chem,,,,120,4/29/92
TB,1992,83,3/23/92,4.5,Chem,,,,120,4/29/92
TB,1992,83,3/23/92,4.75,Chem,,,,120,4/29/92
TB,1992,83,3/23/92,5,Chem,3.9,0.1,0.8,120,4/29/92
TB,1992,83,3/23/92,5.25,Chem,,,,120,4/29/92
TB,1992,83,3/23/92,5.5,Chem,,,,120,4/29/92
